codi_emp	i_eventos	nome	prov_desc	tipo_inf	tipo_base	base_irrf	base_inss	base_fgts	base_sindicato	base_hextra	base_periculosidade	base_aux1	base_aux2	base_aux3	horas_mes	soma_med_13	soma_med_fer	comp_13fer	soma_fic_fin	soma_rais	soma_inf_ren	paga_prop	aparece_recibo	soma_sal_base	taxa	ordem_calculo	classificacao	rend_tributaveis	rend_isentos	rend_sujeitos	base_pis	rend_adicionais	base_rdsr	base_rdsr_eve	origem_reg	soma_med_afast	soma_med_afast_02	soma_med_afast_03	soma_med_afast_04	soma_med_afast_05	soma_med_afast_06	soma_med_afast_07	soma_med_afast_13	soma_med_afast_14	soma_med_afast_24	i_cadbases	calc_afast	adic_afast	i_horasaula	CALC_AFAST_02	CALC_AFAST_03	CALC_AFAST_04	CALC_AFAST_05	CALC_AFAST_06	CALC_AFAST_07	CALC_AFAST_13	CALC_AFAST_14	CALC_AFAST_24	CALC_FIXO_FER	CALC_FIXO_FER_EVE	CALC_FIXO_FER_PROP_MES	CALC_FIXO_FER_PROP_FER	CALC_FIXO_13	CALC_FIXO_13_EVE	HOMOLOGNET	RUBRICA	CODI_RUBRICA	EMITIR_TERMO_RESCISAO	CAMPO_TERMO_RESCISAO	REND_ISENTOS_DESCRICAO	REND_SUJEITOS_DESCRICAO	SOMA_MED_AFAST_26	CALC_AFAST_26	CORRIGE_MEDIA	TIPO_CALCULO	CALC_FIXO_13_DESC_ADIANT_13	CALC_FIXO_ADIANT_13	CALC_FIXO_ADIANT_13_EVE	CALC_FIXO_ADIANT_13_PROP	SOMA_MEDIA_AVISO_PREVIO	SOMA_ADICIONAL_AVISO_PREVIO	SOMA_MED_AFAST_32	COMPOE_CAMPO_23_TERMO_RESCISAO	SOMA_MEDIA_SALDO_SALARIO	DESCONTA_DSR	DESCONTA_DSR_EVENTO	COMPOE_ADIANTAMENTO_SALARIAL	COMPOE_LIQUIDO	TIPO_CONSIDERACAO_CAMPO_23_TERMO_RESCISAO	CALC_AFAST_35	DATA_INICIO	SITUACAO	DATA_INATIVACAO	NATUREZA_FOLHA_MENSAL	NATUREZA_13_INTEGRAL	POSSUI_PROCESSO_REFERENTE_SUSPENSAO_INCIDENCIA_ENCARGOS	POSSUI_PROCESSO_SUSPENSAO_INCIDENCIA_INSS_PATRONAL	CODIGO_PROCESSO_SUSPENSAO_INCIDENCIA_INSS_PATRONAL	POSSUI_PROCESSO_SUSPENSAO_INCIDENCIA_INSS_EMPREGADOS	CODIGO_PROCESSO_SUSPENSAO_INCIDENCIA_INSS_EMPREGADOS	POSSUI_PROCESSO_SUSPENSAO_INCIDENCIA_FGTS	CODIGO_PROCESSO_SUSPENSAO_INCIDENCIA_FGTS	POSSUI_PROCESSO_SUSPENSAO_INCIDENCIA_IRRF	CODIGO_PROCESSO_SUSPENSAO_INCIDENCIA_IRRF	POSSUI_PROCESSO_SUSPENSAO_INCIDENCIA_SINDICAL	CODIGO_PROCESSO_SUSPENSAO_INCIDENCIA_SINDICAL	PERMITE_INFORMAR_NATUREZA_FOLHA_MENSAL	PERMITE_INFORMAR_NATUREZA_13_INTEGRAL	CODIGO_ESOCIAL	CONSIDERAR_FALTAS_PAGAMENTO_PROPORCIONAL	CALCULA_DIFERENCA_ALTERACAO_PISO_SALARIAL	I_EVENTOS_DIFERENCA_PISO_SALARIAL	PERMITE_CALCULAR_DIFERENCA_PISO_SALARIAL	CALC_AFAST_39	TIPO_VALOR_CONSIDERAR_CALCULO_MEDIAS	DETALHAR_LANCAMENTO_POR_SERVICO	CALC_FIXO_ADIANT_13_EVE_MENSAL	CALC_FIXO_ADIANT_13_MENSAL	CALC_FIXO_ADIANT_13_PROP_MENSAL	SOMA_MED_AFAST_41	CALC_AFAST_41	CALCULA_RATEIO_CONFORME_PERIODO_CADA_SERVICO	CALCULAR_DIFERENCA_RUBRICA	I_EVENTOS_DIFERENCA_VALOR	SOMA_MED_AFAST_50	CALC_AFAST_50	GERAR_RUBRICA_SALDO_SALARIO_RESCISAO	RUBRICA_SALDO_SALARIO_RESCISAO	CODIGO_INCIDENCIA_IRRF_ESOCIAL	CODIGO_INCIDENCIA_INSS_ESOCIAL	SOMA_MED_AFAST_19	SOMA_MEDIA_LICENCA_PREMIO	SOMA_ADICIONAL_LICENCA_PREMIO	SOMA_MED_AFAST_35	CONSIDERAR_FALTAS_PARCIAIS_CALCULO_PROPORCIONAL	CONSIDERAR_FALTAS_DSR_CALCULO_PROPORCIONAL	CONSIDERAR_FALTAS_NOTURNAS_CALCULO_PROPORCIONAL	CODIGO_INCIDENCIA_FGTS_ESOCIAL	SOMA_MED_AFAST_20	CODIGO_INCIDENCIA_SINDICAL_ESOCIAL	GUID_CONTABIL	GUID_ONVIO	ENDPOINT_EXCLUSAO	SOMA_MED_AFAST_59	SOMA_MED_AFAST_60	CALC_AFAST_59	CALC_AFAST_60	UTILIZA_PARA_ESOCIAL_DOMESTICO	CODIGO_ESOCIAL_DOMESTICO	COMPANY_ID	aparece_relatorio	CODIGO_INCIDENCIA_RPPS_ESOCIAL
9996	1	HORAS NORMAIS	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	57	1	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	1	1	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1000	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	1	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	c1184cb2-5ed2-422b-be2e-8123dc8afb3a	NULO	NULO	N	N	N	N	1	eSocial1000	00000000-0000-0000-0000-000000000000	S	0
9996	2	HORAS NOTURNAS	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	58	1	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	2	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1000	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	2	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	9f278436-ce0d-4adc-a953-16aef5d12f49	NULO	NULO	N	N	N	N	1	eSocial1000	00000000-0000-0000-0000-000000000000	S	0
9996	3	HORAS FERIAS	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	59	5	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	0	NULO	NULO	1	95		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1020	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	3	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	13	11	N	0	0	N	1	1	1	11	N	11	47be4918-f20d-4f74-a877-e899a6af8831	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	4	SALARIO MATERNIDADE	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	60	1	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	1	1	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	4050	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	4	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	11	21	N	0	0	N	1	1	1	11	N	11	d63cf9a9-63c8-4072-a07c-b163a1c82b2c	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	5	HORAS AFAST.INSS (P/DOENC	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	N	N	N	S	N	0.0000	61	1	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	NULO	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	0	0	5	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	caca4de9-405a-4545-aece-626c8343f5ea	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	6	AFAST.P/ACID.TRABALHO	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	N	N	N	S	N	0.0000	62	1	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	9932	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	6	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	11	N	0	0fff228c-c383-4d40-b0bd-471c71bcc5aa	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	7	HORAS JUSTIFICADAS	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	63	30	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	2	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1050	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	7	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	112f7d16-29f5-4c6a-ad9e-7bd0cb9bdb17	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	8	HORAS AFAST S/ VENCTO	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	N	N	N	S	N	0.0000	64	1	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	NULO	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	0	0	8	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	f8c7d461-0ecc-4b43-a2cd-20e8dd6a7611	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	9	HORAS AFAST.SERV.MILITAR	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	N	N	N	S	N	0.0000	65	1	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	9905	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	9	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	11	N	0	4ba8d79c-012c-4c6d-bdb0-a4e0b403fe87	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	10	HORAS REPOUSO REMUNERADO	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	66	1	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1000	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	10	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	c082c3c4-a288-435c-ab35-ad3ed74dd203	NULO	NULO	N	N	N	N	1	eSocial1200	00000000-0000-0000-0000-000000000000	S	0
9996	11	HORAS AFAST.C/DIR.INTEGR	P	H	C	0	N	N	N	N	N	N	N	N	S	N	N	N	S	S	S	N	S	S	0.0000	67	1	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	50		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1050	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	11	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	1	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	9c6f997f-b2c2-4d32-bda4-36265026c7ea	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	12	13 SALARIO INTEGRAL	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	S	S	N	S	N	0.0000	68	4	0	0	1	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	63		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	5001	5001	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	1	12	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	12	12	N	0	0	N	1	1	1	12	N	0	b1c5cbcf-22b9-4ed5-b2e4-66a95ee2b4dd	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	13	13 SALARIO ADIANTADO	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	S	N	N	S	N	0.0000	69	4	0	0	1	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	0	NULO		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	5504	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	13	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	12	N	0	cdecebbd-705f-4d58-9350-742039ed4bbb	NULO	NULO	N	N	N	N	1	eSocial1800	00000000-0000-0000-0000-000000000000	S	0
9996	15	INSALUBRIDADE 10%	P	A	C	0	N	N	N	N	N	N	N	N	N	N	N	S	S	S	S	S	S	S	10.0000	70	20	1	0	0	N	NULO	N	NULO	0	N	N	N	N	N	N	N	N	N	N	2	N	S	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	13	13	1	53		NULO	N	N	0	1	0	0	NULO	0	0	1	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1202	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	15	1	0	NULO	1	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	21ffb265-57b6-48ef-81a9-de9e75bbc0bb	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	16	INSALUBRIDADE 20%	P	A	C	0	N	N	N	N	N	N	N	N	N	N	N	S	S	S	S	S	S	S	20.0000	71	20	1	0	0	N	NULO	N	NULO	0	N	N	N	N	N	N	N	N	N	N	2	N	S	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	13	13	1	53		NULO	N	N	0	1	0	0	NULO	0	0	1	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1202	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	16	1	0	NULO	1	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	e2c4a4cc-1407-495b-a625-3119bfa056d7	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	17	INSALUBRIDADE 40%	P	A	C	0	N	N	N	N	N	N	N	N	N	N	N	S	S	S	S	S	S	S	40.0000	72	20	1	0	0	N	NULO	N	NULO	0	N	N	N	N	N	N	N	N	N	N	2	N	S	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	13	13	1	53		NULO	N	N	0	1	0	0	NULO	0	0	1	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1202	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	17	1	0	NULO	1	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	24831fe4-75fd-4966-a57d-dcfad0b82126	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	18	AUXILIO NATALIDADE	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	N	N	S	N	0.0000	73	2	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	2	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	95		NULO	N	N	0	2	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	1411	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	18	1	0	NULO	1	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	18bb8b75-7be3-47b3-a849-d2a2c613c2b8	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	19	DIFERENCA DE SALARIOS	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	S	S	N	S	N	0.0000	74	2	1	0	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	-1	100	1	95		NULO	N	N	0	1	0	0	NULO	0	0	0	N	1	0	0	NULO	0	1	1	N	01/01/2013	1	NULO	1000	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	19	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	N	0	0	N	1	1	1	11	N	11	b51feb0d-2027-4180-a72c-dc5b81c0445c	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	20	GRATIFICACOES	P	V	C	0	N	N	N	N	N	N	N	N	N	S	S	N	S	S	S	N	S	N	0.0000	75	24	1	0	0	S	0	N	NULO	0	S	N	N	N	S	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	NULO	NULO	1	95		NULO	S	N	1	2	0	0	NULO	0	1	0	N	1	1	0	NULO	0	1	1	N	01/01/2013	1	NULO	1211	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	20	1	0	NULO	1	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	S	0	0	N	1	1	1	11	N	0	9f8473a5-fa76-4fa5-8c00-94a3d7397026	NULO	NULO	N	N	N	N	1	eSocial1410	00000000-0000-0000-0000-000000000000	S	0
9996	22	AVISO PREVIO	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	S	S	N	S	N	0.0000	76	9	0	6	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	69		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	6003	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	22	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	74	0	N	0	0	N	1	1	1	21	N	0	bc2679d5-f81a-4825-a9a7-cd81565a8b5c	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	23	F.G.T.S DE RESCISAO	I	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	N	N	N	N	8.0000	590	10	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	0	NULO		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	0	0	N	01/01/2013	1	NULO	9908	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	0	0	23	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	9	0	N	0	0	N	1	1	1	0	N	0	6fd1a894-b7b4-4890-a0ce-9e5452f550d3	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	N	0
9996	24	F.G.T.S MES ANTERIOR	I	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	N	N	N	N	0.0000	552	10	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	0	NULO		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	0	0	N	01/01/2013	1	NULO	9908	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	0	0	24	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	9	0	N	0	0	N	1	1	1	0	N	0	9bbe45db-043e-4a90-80af-ba04d3a09a62	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	N	0
9996	25	ADICIONAL NOTURNO (INFOR)	P	H	C	0	N	N	N	N	N	N	N	N	N	S	S	N	S	S	S	N	S	N	20.0000	77	22	1	0	0	S	0	S	854	0	S	N	N	N	S	N	N	N	N	N	1	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	12	12	1	55		NULO	S	N	0	2	0	0	NULO	0	1	0	N	1	1	0	NULO	0	1	1	N	01/01/2013	1	NULO	1205	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	25	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	S	0	0	N	1	1	1	11	N	11	99d26914-6c6d-44be-a42f-53f2f324e818	NULO	NULO	N	N	N	N	1	eSocial1130	00000000-0000-0000-0000-000000000000	S	0
9996	26	ADICIONAL NOTURNO (AUTOM)	P	H	C	0	N	N	N	N	N	N	N	N	N	S	S	N	S	S	S	N	S	N	20.0000	78	22	1	0	0	S	0	S	854	0	S	N	N	N	S	N	N	N	N	N	1	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	1	12	12	1	55		NULO	S	N	0	1	0	0	NULO	0	1	0	N	1	1	0	NULO	0	1	1	N	01/01/2013	1	NULO	1205	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	26	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	11	11	S	0	0	N	1	1	1	11	N	11	9c98046e-bc3f-4fa3-b03c-2889ab816b96	NULO	NULO	N	N	N	N	1	eSocial1130	00000000-0000-0000-0000-000000000000	S	0
9996	28	FERIAS VENCIDAS	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	S	N	S	N	0.0000	79	8	0	7	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	66	FERIAS VENCIDAS	NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	6007	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	28	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	1e4137c6-a428-46a6-a9d4-9e5c3812dae1	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	29	FERIAS PROPORCIONAIS	P	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	S	N	S	N	0.0000	80	8	0	7	0	S	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	1	65	FERIAS PROPORCIONAIS	NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	1	0	N	01/01/2013	1	NULO	6006	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	1	0	29	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	5e539242-10cc-433d-9adb-cd4f6e856e1e	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	S	0
9996	32	F.G.T.S 40%	I	V	C	0	N	N	N	N	N	N	N	N	N	N	N	N	S	N	N	N	N	N	40.0000	634	10	0	0	0	N	0	N	NULO	0	N	N	N	N	N	N	N	N	N	N	-24	N	N	NULO	N	N	N	N	N	N	N	N	N	0	NULO	0	0	0	NULO	2	NULO	NULO	0	NULO		NULO	N	N	0	1	0	0	NULO	0	0	0	N	0	0	0	NULO	0	0	0	N	01/01/2013	1	NULO	6101	NULO	0	0	NULO	0	NULO	0	NULO	0	NULO	0	NULO	0	0	32	1	0	NULO	0	N	NULO	0	NULO	0	0	N	N	0	0	NULO	N	N	0	NULO	79	0	N	0	0	N	1	1	1	0	N	0	bc305667-1fb0-4094-8a8b-2523b338b20f	NULO	NULO	N	N	N	N	0	NULO	00000000-0000-0000-0000-000000000000	N	0
